run_id,batch_id,product_id,product_name,category,brand,cost_price,selling_price
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P1,Take,Electronics,Sony,3792.38,8422.98
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P2,Yourself,Fashion,Nike,2766.4,4248.72
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P3,Them,Home,Apple,3444.13,6836.35
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P4,Common,Fashion,Noise,2483.74,4763.57
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P5,Game,Sports,Puma,4464.35,9411.93
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P6,Control,Home,Adidas,3614.06,6942.01
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P7,Item,Sports,Sony,4837.76,10896.56
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P8,Six,Sports,Nike,4073.75,6662.34
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P9,Far,Books,Samsung,3026.35,6463.86
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P10,Sign,Sports,Apple,3787.09,6265.23
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P11,Spend,Fashion,Adidas,2364.68,4777.26
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P12,Great,Fashion,Noise,2968.61,5529.38
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P13,Nothing,Sports,Nokia,3739.94,7537.32
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P14,Message,Sports,Samsung,4933.84,7736.91
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P15,Country,Home,Boat,941.81,1828.72
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P16,Fight,Beauty,Noise,3803.43,9334.87
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P17,Wait,Electronics,Noise,3823.02,8998.12
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P18,Travel,Sports,Puma,2461.71,5632.45
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P19,Strong,Home,Noise,4263.63,10412.16
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P20,East,Electronics,Boat,1194.63,2140.8
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P21,Dinner,Books,Noise,4443.95,6758.44
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P22,Someone,Home,Adidas,2873.11,5208.88
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P23,Parent,Beauty,Nike,3871.35,8537.77
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P24,Others,Beauty,Sony,4302.94,7207.54
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P25,Foot,Home,Apple,3831.42,7381.46
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P26,Act,Electronics,Puma,3002.92,6921.53
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P27,Conference,Sports,Nike,1896.91,4374.27
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P28,Debate,Sports,Boat,3736.88,7134.46
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P29,Letter,Books,Dell,1010.1,1532.51
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P30,Manage,Home,Boat,4454.6,10435.98
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P31,Huge,Sports,Noise,1428.29,2922.48
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P32,Education,Fashion,Nike,936.12,1891.54
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P33,Drug,Electronics,Nokia,3677.78,8155.0
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P34,Rest,Electronics,Boat,1955.72,3033.5
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P35,Focus,Beauty,Sony,1169.64,2889.44
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,P36,Because,Beauty,Nokia,3326.99,5080.52
