run_id,batch_id,order_id,user_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,tax_amount,gross_revenue,net_revenue,payment_method,order_status
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63384,U31218,P16,2026-06-03 05:44:18,3,9334.87,484.56,158.03,4953.61,28004.61,27520.05,UPI,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63385,U9053,P96,2026-06-07 12:26:18,1,6736.46,734.55,65.83,1080.34,6736.46,6001.91,Debit Card,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63386,U23899,P173,2026-06-05 02:27:27,3,5411.96,2214.0,50.56,2523.94,16235.88,14021.88,Debit Card,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63387,U17424,P95,2026-06-04 01:25:50,2,8832.47,1586.34,183.13,2894.15,17664.94,16078.6,UPI,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63388,U22311,P179,2026-06-04 18:23:54,1,6023.34,743.51,195.13,950.37,6023.34,5279.83,Wallet,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63389,U2759,P165,2026-06-07 11:28:24,3,2657.45,1058.25,90.57,1244.54,7972.349999999999,6914.099999999999,Credit Card,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63390,U8459,P30,2026-06-03 16:54:11,2,10435.98,10.86,101.3,3755.0,20871.96,20861.1,Credit Card,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63391,U23269,P160,2026-06-05 11:10:07,3,3922.12,955.97,59.26,1945.87,11766.36,10810.39,UPI,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63392,U3717,P16,2026-06-06 06:14:25,4,9334.87,2944.85,64.41,6191.03,37339.48,34394.630000000005,Credit Card,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63393,U26728,P115,2026-06-05 07:03:35,2,10604.02,2353.81,84.9,3393.76,21208.04,18854.23,Debit Card,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63394,U34837,P92,2026-06-05 15:11:19,2,2278.27,95.17,122.82,803.05,4556.54,4461.37,UPI,Completed
72e8cd21-4747-456a-bffd-d6498ce448d1,2026_W23,O63395,U31758,P94,2026-06-03 03:53:50,2,7668.43,802.54,127.24,2616.18,15336.86,14534.32,Credit Card,Completed
