run_id,batch_id,event_id,user_id,session_id,event_timestamp,event_type,product_id,variant
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,1,U114,S417,2026-07-03 02:03:55,homepage_visit,P64,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,2,U34072,S901,2026-07-03 02:48:19,homepage_visit,P81,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,3,U1241,S423,2026-07-04 02:10:37,homepage_visit,P106,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,4,U17718,S5036,2026-07-03 19:05:25,homepage_visit,P50,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,5,U9267,S2292,2026-07-02 02:22:17,homepage_visit,P84,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,6,U15650,S340,2026-07-02 19:31:41,homepage_visit,P92,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,7,U15113,S2180,2026-07-01 10:57:56,homepage_visit,P26,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,8,U21286,S4788,2026-07-03 22:07:16,homepage_visit,P185,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,9,U6346,S926,2026-07-04 18:09:12,homepage_visit,P184,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,10,U28348,S4657,2026-06-30 09:16:34,homepage_visit,P185,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,11,U1498,S1176,2026-07-01 22:13:36,homepage_visit,P178,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,12,U5050,S343,2026-07-01 02:42:34,homepage_visit,P170,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,13,U28455,S4059,2026-07-04 10:55:34,homepage_visit,P28,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,14,U13722,S3810,2026-07-03 15:00:07,homepage_visit,P181,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,15,U20978,S2742,2026-07-01 07:02:05,homepage_visit,P128,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,16,U7513,S4970,2026-07-04 19:46:09,homepage_visit,P186,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,17,U32864,S2216,2026-07-02 02:37:55,homepage_visit,P60,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,18,U3757,S2210,2026-07-03 15:25:55,homepage_visit,P191,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,19,U9444,S1961,2026-06-29 09:15:29,homepage_visit,P50,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,20,U32599,S2406,2026-07-04 07:42:23,homepage_visit,P194,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,21,U30196,S1278,2026-07-01 02:38:32,homepage_visit,P92,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,22,U7210,S91,2026-06-30 03:20:51,homepage_visit,P139,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,23,U4194,S4808,2026-07-01 00:59:41,homepage_visit,P23,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,24,U2679,S2633,2026-06-29 20:23:31,homepage_visit,P196,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,25,U3845,S3011,2026-06-30 14:32:14,homepage_visit,P33,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,26,U11873,S2314,2026-06-29 12:04:44,homepage_visit,P197,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,27,U28967,S559,2026-07-03 01:33:53,homepage_visit,P104,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,28,U22392,S2197,2026-07-02 20:22:07,homepage_visit,P68,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,29,U3243,S4020,2026-06-29 12:26:33,homepage_visit,P138,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,30,U20982,S1363,2026-07-01 15:10:52,homepage_visit,P192,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,31,U9647,S727,2026-07-04 08:13:23,homepage_visit,P114,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,32,U8376,S1304,2026-07-02 03:36:43,homepage_visit,P113,B
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,33,U26232,S4747,2026-07-04 09:19:57,homepage_visit,P22,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,34,U8820,S4,2026-07-03 00:39:36,homepage_visit,P130,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,35,U4262,S4267,2026-07-03 13:18:51,homepage_visit,P82,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,36,U13070,S2334,2026-07-03 11:52:12,homepage_visit,P165,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,37,U28297,S2082,2026-06-29 23:30:22,homepage_visit,P107,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,38,U8434,S4584,2026-07-02 07:43:21,homepage_visit,P19,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,39,U10726,S2992,2026-07-01 17:01:55,homepage_visit,P92,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,40,U30688,S3759,2026-07-02 20:23:33,homepage_visit,P130,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,41,U25527,S1733,2026-06-30 15:29:01,homepage_visit,P47,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,42,U32979,S4710,2026-07-03 03:54:55,homepage_visit,P120,A
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,43,U29211,S3846,2026-07-03 16:44:01,homepage_visit,P114,B
