run_id,batch_id,product_id,product_name,category,brand,cost_price,selling_price
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P1,Professional,Fashion,Puma,3377.72,8041.29
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P2,Significant,Electronics,Nike,2654.31,4823.44
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P3,Choose,Sports,Boat,1613.53,3037.18
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P4,Southern,Sports,Nokia,1565.75,2545.35
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P5,Draw,Home,Nokia,3097.19,4886.67
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P6,Land,Books,Noise,3235.85,6939.39
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P7,Protect,Home,Puma,3988.46,9852.33
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P8,Visit,Fashion,Nike,3708.47,8837.46
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P9,Majority,Books,Apple,2317.06,5229.72
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P10,Soldier,Beauty,Apple,1977.52,3822.68
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P11,True,Sports,Puma,3927.12,7598.14
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P12,Save,Fashion,Nike,3537.9,6064.9
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P13,Road,Fashion,Dell,4407.69,6638.24
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P14,Edge,Beauty,Apple,3243.83,5736.45
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P15,Sort,Fashion,Samsung,1598.1,3230.88
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P16,People,Home,Nokia,1592.22,3158.68
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P17,Sing,Fashion,Boat,4100.31,6241.42
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P18,Degree,Sports,Adidas,1774.45,3465.55
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P19,Surface,Home,Samsung,3342.35,5633.25
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P20,Can,Sports,Samsung,1327.34,3016.27
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P21,Purpose,Books,Noise,3057.2,7568.69
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P22,Pick,Fashion,Adidas,4793.34,9175.57
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P23,Several,Sports,Puma,4762.5,7426.47
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P24,Wall,Books,Puma,2292.93,4112.52
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P25,Any,Books,Samsung,1067.59,2539.74
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P26,Heart,Electronics,Dell,2051.5,5113.55
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P27,Responsibility,Beauty,Adidas,4605.67,8284.05
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P28,Central,Electronics,Apple,2279.75,4687.09
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P29,Risk,Books,Puma,941.75,1618.44
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P30,Feeling,Books,Apple,2819.54,6995.67
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P31,Special,Sports,Boat,1831.04,3171.15
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P32,Television,Sports,Apple,2764.71,4904.65
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,P33,Decide,Fashion,Boat,3261.51,5573.38
