run_id,batch_id,event_id,user_id,session_id,event_timestamp,event_type,product_id,variant
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,1,U14518,S2862,2026-05-21 11:28:45,homepage_visit,P167,B
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,2,U7692,S1315,2026-05-19 16:55:25,homepage_visit,P68,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,3,U23787,S814,2026-05-19 11:07:37,homepage_visit,P83,B
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,4,U21802,S1073,2026-05-24 00:41:22,homepage_visit,P38,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,5,U6662,S792,2026-05-21 02:11:37,homepage_visit,P37,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,6,U27694,S802,2026-05-20 04:53:02,homepage_visit,P121,B
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,7,U34897,S4456,2026-05-23 23:58:10,homepage_visit,P141,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,8,U2471,S3719,2026-05-19 07:26:44,homepage_visit,P55,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,9,U34580,S3627,2026-05-22 07:44:15,homepage_visit,P30,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,10,U26249,S2287,2026-05-19 11:01:07,homepage_visit,P102,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,11,U29191,S4144,2026-05-23 17:52:27,homepage_visit,P173,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,12,U22687,S1837,2026-05-20 23:12:11,homepage_visit,P29,B
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,13,U16247,S2451,2026-05-19 12:04:28,homepage_visit,P147,A
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,14,U15088,S3376,2026-05-19 18:04:58,homepage_visit,P43,A
