run_id,batch_id,user_id,sign_up_date,gender,age_group,country,city,acquisition_channel,customer_segment
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U1,2024-07-26,Prefer not to disclose,45+,India,Noida,Instagram,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U2,2025-03-22,Prefer not to disclose,25-34,India,Lucknow,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U3,2026-04-07,Female,35-44,India,Chennai,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U4,2025-07-11,Female,45+,India,Delhi,Google Ads,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U5,2025-06-29,Male,18-24,India,Noida,Facebook,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U6,2024-10-10,Prefer not to disclose,18-24,India,Jaipur,Organic,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U7,2024-09-25,Prefer not to disclose,18-24,India,Pune,Facebook,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U8,2025-06-23,Prefer not to disclose,18-24,India,Noida,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U9,2025-12-20,Female,35-44,India,Lucknow,Instagram,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U10,2026-06-02,Female,45+,India,Lucknow,Facebook,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U11,2025-10-25,Male,18-24,India,Noida,Facebook,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U12,2025-03-18,Female,35-44,India,Kolkata,Google Ads,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U13,2024-09-07,Prefer not to disclose,25-34,India,Pune,Instagram,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U14,2026-05-19,Prefer not to disclose,35-44,India,Jaipur,Organic,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U15,2025-06-17,Male,35-44,India,Hyderabad,Instagram,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U16,2026-02-06,Female,18-24,India,Pune,Instagram,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U17,2025-07-24,Female,45+,India,Hyderabad,Email,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U18,2026-04-18,Male,18-24,India,Noida,Facebook,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U19,2026-01-13,Male,18-24,India,Chennai,Direct,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U20,2025-06-23,Prefer not to disclose,25-34,India,Noida,Facebook,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U21,2025-07-30,Male,25-34,India,Chennai,Organic,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U22,2025-12-28,Prefer not to disclose,25-34,India,Bangalore,Instagram,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U23,2026-02-24,Prefer not to disclose,18-24,India,Delhi,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U24,2025-03-16,Male,35-44,India,Kolkata,Facebook,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U25,2024-07-20,Prefer not to disclose,18-24,India,Delhi,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U26,2025-02-10,Female,25-34,India,Hyderabad,Instagram,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U27,2025-06-14,Female,35-44,India,Kolkata,Google Ads,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U28,2025-04-21,Prefer not to disclose,35-44,India,Pune,Organic,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U29,2026-03-12,Prefer not to disclose,35-44,India,Delhi,Facebook,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U30,2025-03-08,Male,25-34,India,Jaipur,Organic,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U31,2025-06-18,Female,45+,India,Mumbai,Google Ads,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U32,2025-04-17,Prefer not to disclose,18-24,India,Hyderabad,Direct,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U33,2026-05-26,Prefer not to disclose,35-44,India,Delhi,Organic,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U34,2024-08-06,Male,18-24,India,Bangalore,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U35,2024-10-19,Prefer not to disclose,45+,India,Hyderabad,Organic,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U36,2026-05-26,Prefer not to disclose,18-24,India,Lucknow,Organic,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U37,2025-03-26,Male,35-44,India,Hyderabad,Google Ads,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U38,2025-02-08,Female,25-34,India,Mumbai,Direct,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U39,2025-09-29,Prefer not to disclose,18-24,India,Chennai,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U40,2025-04-29,Female,35-44,India,Mumbai,Instagram,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U41,2024-10-27,Female,35-44,India,Bangalore,Google Ads,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U42,2025-04-05,Prefer not to disclose,25-34,India,Hyderabad,Email,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U43,2026-03-01,Male,18-24,India,Kolkata,Google Ads,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U44,2025-04-24,Male,18-24,India,Delhi,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U45,2026-04-22,Prefer not to disclose,18-24,India,Pune,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U46,2024-12-16,Male,45+,India,Delhi,Facebook,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U47,2026-03-12,Female,25-34,India,Kolkata,Google Ads,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U48,2024-12-09,Female,25-34,India,Delhi,Facebook,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U49,2025-11-29,Female,35-44,India,Chennai,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U50,2024-12-27,Prefer not to disclose,18-24,India,Kolkata,Direct,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U51,2025-10-19,Male,18-24,India,Jaipur,Facebook,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U52,2025-03-22,Female,18-24,India,Kolkata,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U53,2026-02-17,Prefer not to disclose,35-44,India,Chennai,Email,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U54,2024-12-16,Female,35-44,India,Lucknow,Email,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U55,2025-01-17,Female,45+,India,Bangalore,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U56,2026-06-07,Prefer not to disclose,25-34,India,Chennai,Facebook,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U57,2025-07-01,Prefer not to disclose,35-44,India,Delhi,Organic,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U58,2026-01-11,Prefer not to disclose,45+,India,Lucknow,Facebook,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U59,2025-07-29,Female,25-34,India,Mumbai,Facebook,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U60,2024-12-10,Male,35-44,India,Bangalore,Organic,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U61,2026-05-09,Female,25-34,India,Pune,Google Ads,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U62,2025-01-13,Female,18-24,India,Hyderabad,Organic,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U63,2026-04-03,Male,35-44,India,Mumbai,Google Ads,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U64,2026-02-21,Male,45+,India,Mumbai,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U65,2026-02-10,Male,25-34,India,Noida,Google Ads,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U66,2025-04-27,Prefer not to disclose,35-44,India,Lucknow,Instagram,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U67,2026-06-12,Male,45+,India,Lucknow,Google Ads,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U68,2025-11-17,Female,35-44,India,Noida,Instagram,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U69,2024-12-29,Prefer not to disclose,35-44,India,Bangalore,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U70,2025-02-19,Prefer not to disclose,35-44,India,Delhi,Facebook,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U71,2025-02-24,Male,35-44,India,Lucknow,Email,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U72,2026-03-14,Prefer not to disclose,45+,India,Noida,Organic,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U73,2024-12-05,Prefer not to disclose,18-24,India,Chennai,Email,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U74,2026-05-21,Female,18-24,India,Noida,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U75,2025-05-26,Female,25-34,India,Mumbai,Organic,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U76,2025-09-26,Female,18-24,India,Chennai,Direct,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U77,2024-08-02,Male,45+,India,Chennai,Direct,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U78,2024-08-30,Male,45+,India,Pune,Facebook,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U79,2026-04-17,Prefer not to disclose,35-44,India,Chennai,Instagram,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U80,2025-12-26,Male,18-24,India,Kolkata,Google Ads,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U81,2026-03-18,Female,18-24,India,Lucknow,Email,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U82,2025-11-08,Female,18-24,India,Hyderabad,Organic,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U83,2025-07-02,Male,45+,India,Delhi,Direct,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U84,2025-10-26,Female,35-44,India,Delhi,Organic,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U85,2025-03-27,Male,45+,India,Hyderabad,Organic,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U86,2025-08-30,Female,45+,India,Bangalore,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U87,2025-12-10,Male,25-34,India,Kolkata,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U88,2025-08-29,Prefer not to disclose,35-44,India,Hyderabad,Email,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U89,2026-01-27,Prefer not to disclose,25-34,India,Bangalore,Direct,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U90,2026-03-19,Female,45+,India,Lucknow,Email,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U91,2025-09-11,Prefer not to disclose,18-24,India,Noida,Instagram,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U92,2025-07-14,Male,45+,India,Bangalore,Instagram,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U93,2025-11-28,Female,25-34,India,Jaipur,Organic,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U94,2026-03-14,Prefer not to disclose,18-24,India,Delhi,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U95,2026-05-04,Female,25-34,India,Kolkata,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U96,2025-05-29,Female,35-44,India,Pune,Google Ads,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U97,2024-07-27,Male,45+,India,Hyderabad,Instagram,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U98,2025-07-26,Female,35-44,India,Pune,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U99,2024-07-20,Prefer not to disclose,35-44,India,Kolkata,Google Ads,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U100,2024-11-04,Male,18-24,India,Chennai,Google Ads,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U101,2026-03-17,Male,35-44,India,Lucknow,Email,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U102,2026-03-24,Prefer not to disclose,25-34,India,Chennai,Email,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U103,2025-12-26,Prefer not to disclose,18-24,India,Lucknow,Direct,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U104,2025-02-18,Prefer not to disclose,18-24,India,Jaipur,Instagram,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U105,2026-05-28,Prefer not to disclose,35-44,India,Mumbai,Organic,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U106,2025-01-17,Prefer not to disclose,35-44,India,Chennai,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U107,2025-08-21,Prefer not to disclose,25-34,India,Pune,Email,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U108,2025-06-29,Female,18-24,India,Chennai,Google Ads,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U109,2025-04-22,Prefer not to disclose,45+,India,Kolkata,Instagram,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U110,2025-10-28,Prefer not to disclose,45+,India,Pune,Organic,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U111,2024-07-30,Female,35-44,India,Delhi,Email,Occasional
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U112,2025-09-13,Female,45+,India,Mumbai,Google Ads,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U113,2024-12-06,Male,35-44,India,Lucknow,Facebook,Regular
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U114,2025-02-25,Prefer not to disclose,25-34,India,Pune,Organic,Premium
6d8e33e0-b1df-4841-8136-55253c666a33,2026_W27,U115,2025-10-11,Prefer not to disclose,18-24,India,Chennai,Email,Occasional
