run_id,batch_id,order_id,user_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,tax_amount,gross_revenue,net_revenue,payment_method,order_status
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48174,U15324,P28,2026-05-30 23:37:26,1,3349.46,321.26,107.56,545.08,3349.46,3028.2,UPI,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48175,U11976,P21,2026-05-31 05:39:55,3,7585.24,2827.71,123.72,3587.04,22755.72,19928.010000000002,Credit Card,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48176,U14073,P140,2026-05-29 07:02:36,1,3133.21,334.32,135.2,503.8,3133.21,2798.89,Credit Card,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48177,U17774,P163,2026-05-26 07:17:14,1,2156.08,146.28,96.23,361.76,2156.08,2009.8,Wallet,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48178,U10992,P30,2026-05-31 01:00:59,1,10909.65,763.36,111.85,1826.33,10909.65,10146.289999999999,UPI,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48179,U33056,P130,2026-05-28 10:15:32,2,11039.76,259.41,123.82,3927.62,22079.52,21820.11,Debit Card,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48180,U17875,P148,2026-05-29 11:07:42,3,2017.95,360.53,162.84,1024.8,6053.85,5693.320000000001,Credit Card,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48181,U16705,P163,2026-05-26 20:52:53,2,2156.08,313.2,164.7,719.81,4312.16,3998.96,Debit Card,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48182,U27229,P104,2026-05-29 19:16:26,2,5183.53,338.98,134.47,1805.05,10367.06,10028.08,Wallet,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48183,U6338,P150,2026-05-26 04:06:17,1,7278.62,808.28,192.31,1164.66,7278.62,6470.34,Credit Card,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48184,U30759,P146,2026-05-29 23:57:12,1,4559.37,458.75,54.02,738.11,4559.37,4100.62,Wallet,Completed
f05decff-45e7-4a4a-9019-0b81ba74d299,2026_W22,O48185,U16372,P22,2026-05-26 22:22:20,1,6284.85,437.29,129.96,1052.56,6284.85,5847.56,Debit Card,Completed
