run_id,batch_id,order_id,user_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,tax_amount,gross_revenue,net_revenue,payment_method,order_status
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56611,U21535,P44,2026-05-21 13:27:43,4,7135.68,1623.83,196.65,4845.4,28542.72,26918.89,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56612,U12541,P155,2026-05-19 08:51:01,2,2532.43,566.21,60.53,809.76,5064.86,4498.65,Debit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56613,U13104,P159,2026-05-21 12:49:32,2,8245.12,2229.41,114.46,2566.95,16490.24,14260.830000000002,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56614,U34066,P199,2026-05-20 17:12:59,1,8372.83,1064.6,198.71,1315.48,8372.83,7308.23,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56615,U14107,P14,2026-05-23 12:30:58,2,4451.61,130.75,183.94,1579.04,8903.22,8772.47,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56616,U28301,P116,2026-05-24 03:04:27,4,2004.34,469.42,118.27,1358.63,8017.36,7547.94,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56617,U1853,P5,2026-05-23 03:56:06,1,5309.13,153.97,71.11,927.93,5309.13,5155.16,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56618,U19031,P25,2026-05-18 14:37:39,4,9418.31,4295.03,115.17,6008.08,37673.24,33378.21,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56619,U13082,P46,2026-05-24 11:09:36,1,4154.62,330.67,188.14,688.31,4154.62,3823.95,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56620,U1531,P93,2026-05-22 07:25:41,4,7277.89,3254.7,69.47,4654.23,29111.56,25856.86,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56621,U30881,P48,2026-05-24 07:29:43,1,1736.48,101.26,66.44,294.34,1736.48,1635.22,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56622,U21860,P82,2026-05-22 08:18:21,1,7103.61,468.94,57.64,1194.24,7103.61,6634.67,Debit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56623,U10565,P109,2026-05-22 21:04:01,4,4912.79,1612.12,198.43,3247.03,19651.16,18039.04,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56624,U1141,P93,2026-05-19 15:30:16,2,7277.89,1325.97,196.78,2381.37,14555.78,13229.81,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56625,U11068,P152,2026-05-23 18:28:46,2,6780.36,1485.05,65.99,2173.62,13560.72,12075.67,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56626,U5054,P64,2026-05-22 22:47:26,1,4820.67,353.21,142.61,804.14,4820.67,4467.46,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56627,U7688,P36,2026-05-24 06:53:09,4,2180.69,782.79,130.25,1429.19,8722.76,7939.97,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56628,U16737,P186,2026-05-18 15:27:04,3,4611.11,1991.45,62.09,2131.54,13833.329999999998,11841.879999999996,Debit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56629,U12027,P172,2026-05-23 22:31:42,2,3430.35,764.04,168.8,1097.4,6860.7,6096.66,Debit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56630,U11561,P151,2026-05-23 23:49:14,4,1545.05,688.35,117.88,988.53,6180.2,5491.849999999999,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56631,U19053,P110,2026-05-19 04:45:52,1,8298.28,321.3,95.77,1435.86,8298.28,7976.98,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56632,U23787,P56,2026-05-20 19:08:22,3,7164.75,2425.59,112.95,3432.36,21494.25,19068.66,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56633,U1649,P134,2026-05-20 07:26:34,2,4819.04,1286.91,156.62,1503.21,9638.08,8351.17,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56634,U19319,P123,2026-05-18 22:44:32,2,6587.5,1173.67,175.57,2160.24,13175.0,12001.33,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56635,U31940,P114,2026-05-23 23:59:48,3,1747.2,414.58,101.58,868.86,5241.6,4827.02,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56636,U25438,P61,2026-05-24 00:32:52,2,2517.05,293.7,119.2,853.27,5034.1,4740.400000000001,Debit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56637,U16806,P22,2026-05-24 06:41:34,4,10728.71,280.27,89.3,7674.22,42914.84,42634.57,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56638,U13899,P196,2026-05-23 00:45:56,1,10132.37,151.7,195.43,1796.52,10132.37,9980.67,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56639,U7747,P49,2026-05-18 17:51:54,2,6388.05,408.36,55.28,2226.19,12776.1,12367.74,Debit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56640,U32756,P9,2026-05-19 08:17:17,1,7800.83,260.15,170.5,1357.32,7800.83,7540.68,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56641,U12912,P194,2026-05-19 01:51:31,3,3423.85,1187.8,154.64,1635.08,10271.55,9083.75,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56642,U6048,P71,2026-05-22 19:12:49,4,2533.88,1150.81,187.16,1617.25,10135.52,8984.710000000001,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56643,U16185,P21,2026-05-19 07:42:06,1,6763.9,270.16,110.75,1168.87,6763.9,6493.74,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56644,U31636,P162,2026-05-23 19:18:48,1,2363.18,306.7,96.86,370.17,2363.18,2056.48,Debit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56645,U4431,P30,2026-05-22 20:09:19,1,2303.16,130.52,53.24,391.08,2303.16,2172.64,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56646,U28508,P90,2026-05-23 16:49:28,3,5528.74,952.77,192.34,2814.02,16586.22,15633.45,Credit Card,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56647,U34683,P57,2026-05-24 11:58:48,1,5396.05,543.7,60.21,873.42,5396.05,4852.35,UPI,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56648,U9095,P74,2026-05-20 02:35:48,2,5757.48,1137.16,167.65,1868.0,11514.96,10377.8,Wallet,Completed
deed68b6-4df2-42fc-a5d8-bf100fc91257,2026_W21,O56649,U9408,P21,2026-05-20 14:24:35,1,6763.9,356.96,120.08,1153.25,6763.9,6406.94,Wallet,Completed
